date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:36:14	44420/44420	---MCZ	200	added ('OK')	text/html	etag:W/5678efbc699351a266f917c7cf3f9468	https://tmt-fashion-1.mysapo.net/nguyen-tac-phoi-do-tao-diem-cong-khi-di-xin-viec	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/tmt-fashion-1.mysapo.net/nguyen-tac-phoi-do-tao-diem-cong-khi-di-xin-viec.html	(from https://tmt-fashion-1.mysapo.net/)
21:36:21	43484/43484	---M--	200	added ('OK')	image/jpeg	date:Wed,%2026%20Feb%202020%2002:31:14%20GMT	http://bizweb.dktcdn.net/thumb/grande/100/343/333/articles/blog2-master.jpg?v=1546326750787	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/thumb/grande/100/343/333/articles/blog2-masterf663.jpg	(from https://tmt-fashion-1.mysapo.net/)
21:36:22	781195/781195	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20Jan%202019%2015:28:56%20GMT	http://bizweb.dktcdn.net/100/343/333/products/6456723800-1-1-16.jpg?v=1546788536763	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/100/343/333/products/6456723800-1-1-165caf.jpg	(from https://tmt-fashion-1.mysapo.net/)
21:36:35	43429/43429	---MCZ	200	added ('OK')	text/html	etag:W/cede2fe1be4fdb7b69807de46a861edd	https://tmt-fashion-1.mysapo.net/9-tip-ngan-phai-thuoc-nam-long-khi-dien-suit-nam	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/tmt-fashion-1.mysapo.net/9-tip-ngan-phai-thuoc-nam-long-khi-dien-suit-nam.html	(from https://tmt-fashion-1.mysapo.net/)
21:36:35	2819/2819	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Dec%202018%2016:40:01%20GMT	http://bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand1.png?1586856046129	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand14fcc.png	(from https://tmt-fashion-1.mysapo.net/)
21:36:36	2667/2667	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Dec%202018%2016:40:02%20GMT	http://bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand2.png?1586856046129	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand24fcc.png	(from https://tmt-fashion-1.mysapo.net/)
21:36:36	1563/1563	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Dec%202018%2016:40:02%20GMT	http://bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand3.png?1586856046129	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand34fcc.png	(from https://tmt-fashion-1.mysapo.net/)
21:36:37	2375/2375	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Dec%202018%2016:40:02%20GMT	http://bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand4.png?1586856046129	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand44fcc.png	(from https://tmt-fashion-1.mysapo.net/)
21:36:38	25514/25514	---M--	200	added ('OK')	image/jpeg	date:Wed,%2019%20Feb%202020%2007:54:56%20GMT	http://bizweb.dktcdn.net/thumb/grande/100/343/333/articles/blog3-master.jpg?v=1546326734690	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/thumb/grande/100/343/333/articles/blog3-masterd6c2.jpg	(from https://tmt-fashion-1.mysapo.net/)
21:36:40	12160/12160	---M--	200	added ('OK')	image/png	date:Mon,%2031%20Dec%202018%2016:40:04%20GMT	http://bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand5.png?1586856046129	C:/Users/hp/Downloads/layout-js-nangcao/quynhnnph09019/bizweb.dktcdn.net/100/343/333/themes/702394/assets/brand54fcc.png	(from https://tmt-fashion-1.mysapo.net/)
